Date,Indicator,Category,Unit,Value
2019-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.671799
2019-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.834459
2019-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.870000
2019-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3676.479417
2019-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3665.208333
2020-01-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2020-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.426339
2020-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.883427
2020-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.280000
2020-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3680.792727
2020-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3679.670000
2020-02-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2020-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.135205
2020-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.120000
2020-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.270000
2020-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3676.846500
2020-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3714.310000
2020-03-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2020-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.115882
2020-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.780000
2020-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.410000
2020-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3772.907500
2020-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3796.430000
2020-04-01,Central Bank Rate,Policy Rate,Percent per Annum,8.000000
2020-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.835223
2020-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.730000
2020-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.330000
2020-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3785.746417
2020-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3807.000000
2020-05-01,Central Bank Rate,Policy Rate,Percent per Annum,8.000000
2020-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.173185
2020-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.840000
2020-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.570000
2020-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3791.460000
2020-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3784.810000
2020-06-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.568809
2020-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.297144
2020-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.770000
2020-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3737.944500
2020-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3730.140000
2020-07-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.087502
2020-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.929202
2020-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.030000
2020-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3703.537045
2020-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3686.420000
2020-08-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.111140
2020-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.838272
2020-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.010000
2020-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3677.527619
2020-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3678.160000
2020-09-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.160094
2020-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.906297
2020-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.890000
2020-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3695.087273
2020-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3715.520000
2020-10-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.990496
2020-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.299509
2020-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.980000
2020-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3719.916929
2020-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3740.460000
2020-11-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.267750
2020-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.638311
2020-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.000000
2020-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3710.677381
2020-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3700.805000
2020-12-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2020-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.483235
2020-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.110186
2020-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.110000
2020-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3666.543182
2020-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3650.070000
2021-01-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2021-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.889207
2021-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.396320
2021-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.380000
2021-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3691.563657
2021-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3687.302174
2021-02-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2021-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.794622
2021-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.861520
2021-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.070000
2021-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3667.315789
2021-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3665.490000
2021-03-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2021-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.209370
2021-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.760000
2021-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.000000
2021-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3662.869545
2021-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3663.930000
2021-04-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2021-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.586436
2021-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.100000
2021-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.260000
2021-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3623.302000
2021-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3578.140000
2021-05-01,Central Bank Rate,Policy Rate,Percent per Annum,7.000000
2021-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.281407
2021-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.550000
2021-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,7.100000
2021-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3552.786579
2021-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3545.740000
2021-06-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.007159
2021-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.000000
2021-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.950000
2021-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3540.352105
2021-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3556.710000
2021-07-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.384769
2021-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.276291
2021-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.550000
2021-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3552.305714
2021-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3549.910000
2021-08-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.650962
2021-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.290000
2021-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.490000
2021-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3537.036818
2021-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3535.130000
2021-09-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.124120
2021-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.047401
2021-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.420000
2021-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3530.631364
2021-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3542.670000
2021-10-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.157116
2021-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.655294
2021-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.797306
2021-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3579.942381
2021-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3554.780000
2021-11-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,7.290495
2021-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.870334
2021-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.785841
2021-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3551.522795
2021-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3564.200000
2021-12-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2021-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.684080
2021-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.603495
2021-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.629735
2021-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3554.991739
2021-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3544.410000
2022-01-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2022-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.076850
2022-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.398303
2022-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.590000
2022-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3528.833500
2022-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3509.860000
2022-02-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2022-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.492473
2022-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.836578
2022-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.572113
2022-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3514.506842
2022-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3540.780000
2022-03-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2022-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.555641
2022-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.350126
2022-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.591364
2022-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3589.842273
2022-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3588.160000
2022-04-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2022-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.303191
2022-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.840838
2022-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.709444
2022-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3541.456111
2022-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3562.070000
2022-05-01,Central Bank Rate,Policy Rate,Percent per Annum,6.500000
2022-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.121742
2022-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.320171
2022-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,6.653850
2022-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3633.068095
2022-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3775.860000
2022-06-01,Central Bank Rate,Policy Rate,Percent per Annum,7.500000
2022-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,8.010251
2022-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.329380
2022-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,8.127017
2022-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3747.380750
2022-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3756.650000
2022-07-01,Central Bank Rate,Policy Rate,Percent per Annum,8.500000
2022-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,9.084625
2022-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,15.531304
2022-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.314286
2022-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3791.591905
2022-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3862.430000
2022-08-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2022-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.046946
2022-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.286448
2022-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.151739
2022-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3832.449130
2022-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3803.680000
2022-09-01,Central Bank Rate,Policy Rate,Percent per Annum,9.000000
2022-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.387325
2022-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.235355
2022-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.317317
2022-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3825.326364
2022-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3853.960000
2022-10-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2022-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.878357
2022-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.416539
2022-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.965270
2022-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3822.267619
2022-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3802.260000
2022-11-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2022-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.703141
2022-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.978408
2022-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.928304
2022-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3760.228182
2022-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3741.860000
2022-12-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2022-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.722504
2022-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.906447
2022-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.151242
2022-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3690.857857
2022-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3715.690000
2023-01-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.466235
2023-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.540097
2023-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.873859
2023-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3693.610476
2023-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3685.030000
2023-02-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.803938
2023-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.236234
2023-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.995461
2023-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3685.715789
2023-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3722.210000
2023-03-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.092091
2023-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.758490
2023-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.846109
2023-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3744.515000
2023-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3778.130000
2023-04-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.383579
2023-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,19.265159
2023-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.171080
2023-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3745.819412
2023-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3735.250000
2023-05-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.146766
2023-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,20.139409
2023-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.464487
2023-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3729.554545
2023-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3772.400000
2023-06-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.956381
2023-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.408212
2023-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.232337
2023-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3707.788000
2023-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3667.390000
2023-07-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2023-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.975612
2023-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.949865
2023-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.262808
2023-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3661.229524
2023-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3615.140000
2023-08-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2023-08-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.419925
2023-08-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.398591
2023-08-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.392808
2023-08-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3689.122609
2023-08-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3718.310000
2023-09-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2023-09-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.285368
2023-09-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.954428
2023-09-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.127486
2023-09-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3738.022250
2023-09-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3757.310000
2023-10-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2023-10-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.134427
2023-10-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.902427
2023-10-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.642886
2023-10-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3755.625317
2023-10-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3780.780000
2023-11-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2023-11-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.520619
2023-11-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.785686
2023-11-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.491197
2023-11-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3782.025189
2023-11-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3817.263889
2023-12-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2023-12-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.880787
2023-12-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,16.701624
2023-12-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.293215
2023-12-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3780.657407
2023-12-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3782.222222
2024-01-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2024-01-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.174464
2024-01-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.324877
2024-01-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.451979
2024-01-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3805.033624
2024-01-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3815.541667
2024-02-01,Central Bank Rate,Policy Rate,Percent per Annum,9.500000
2024-02-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.900010
2024-02-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.087087
2024-02-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.830126
2024-02-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3873.587736
2024-02-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3932.250000
2024-03-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
2024-03-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.768701
2024-03-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.336066
2024-03-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.545375
2024-03-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3895.779737
2024-03-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3885.000000
2024-04-01,Central Bank Rate,Policy Rate,Percent per Annum,10.250000
2024-04-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,10.209986
2024-04-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.735696
2024-04-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,12.008406
2024-04-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3822.687500
2024-04-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3813.208333
2024-05-01,Central Bank Rate,Policy Rate,Percent per Annum,10.250000
2024-05-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.564662
2024-05-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,18.854354
2024-05-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,11.872280
2024-05-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3791.400794
2024-05-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3812.375000
2024-06-01,Central Bank Rate,Policy Rate,Percent per Annum,10.250000
2024-06-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.541685
2024-06-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.638143
2024-06-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,10.146689
2024-06-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3747.190526
2024-06-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3706.722222
2024-07-01,Central Bank Rate,Policy Rate,Percent per Annum,10.250000
2024-07-01,Commercial Bank Deposit Rate (Shillings),Deposit Rate,Percent per Annum,11.065090
2024-07-01,Commercial Bank Lending Rate (Shillings),Lending Rate,Percent per Annum,17.758498
2024-07-01,Interbank Rate (Overall),Interbank Rate,Percent per Annum,9.930119
2024-07-01,UGX per USD (Period Average),Exchange Rate,UGX per USD,3705.854807
2024-07-01,UGX per USD (Period End),Exchange Rate,UGX per USD,3722.909091
2024-08-01,Central Bank Rate,Policy Rate,Percent per Annum,10.000000
